id,username,date,time,tweet,place,geo,replies_count,retweets_count,likes_count,pos_neg
2713,realdonaldtrump,2019/9/16,5:55:22,....sufficient to keep the markets well-supplied. I have also informed all appropriate agencies to expedite approvals of the oil pipelines currently in the permitting process in Texas and various other States.,,,3797,14331,66928,Positive
2714,realdonaldtrump,2019/9/16,5:55:21,"Based on the attack on Saudi Arabia, which may have an impact on oil prices, I have authorized the release of oil from the Strategic Petroleum Reserve, if needed, in a to-be-determined amount....",,,5322,19024,81451,Positive
2715,realdonaldtrump,2019/9/16,2:49:55,"....Then, on top of it all, Kathleen Parker, of all people, wrote “In Case You Were Wondering, Trump Won The Debate.” True, but what is going on at the @washingtonpost? NOT Fake News!",,,4357,9360,43741,Negative
2716,realdonaldtrump,2019/9/16,2:41:55,"Can’t believe the @washingtonpost wrote a positive front page story, “Unity Issue Has Parties Pointing To Trump. GOP Goes All In, While Democrats Clash Over Ideology & Tactics. Mr. President, We Are With You The Entire Way. REPUBLICANS Have....Coalesced Around Trump.”.....",,,4160,12566,53220,Negative
2717,realdonaldtrump,2019/9/16,2:20:29,"I am fighting the Fake (Corrupt) News, the Deep State, the Democrats, and the few remaining Republicans In Name Only (RINOS, who are on mouth to mouth resuscitation), with the help of some truly great Republicans, and others. We are Winning big (150th Federal Judge this week)!",,,13524,24031,96321,Negative
2718,realdonaldtrump,2019/9/16,2:08:38,"Can’t let Brett Kavanaugh give Radical Left Democrat (Liberal Plus) Opinions based on threats of Impeaching him over made up stories (sound familiar?), false allegations, and lies. This is the game they play. Fake and Corrupt News is working overtime! #ProtectKavanaugh",,,9589,18736,65912,Negative
2719,realdonaldtrump,2019/9/15,21:47:31,"Brett Kavanaugh should start suing people for libel, or the Justice Department should come to his rescue. The lies being told about him are unbelievable. False Accusations without recrimination. When does it stop? They are trying to influence his opinions. Can’t let that happen!",,,28961,29676,115650,Positive
2720,realdonaldtrump,2019/9/15,21:25:06,Thank you @foxandfriends and @RepMarkMeadows. Great interview!,,,2233,6046,31912,Positive
2721,realdonaldtrump,2019/9/15,20:45:37,"Now the Radical Left Democrats and their Partner, the LameStream Media, are after Brett Kavanaugh again, talking loudly of their favorite word, impeachment. He is an innocent man who has been treated HORRIBLY. Such lies about him. They want to scare him into turning Liberal!",,,14319,18803,74644,Negative
2722,realdonaldtrump,2019/9/15,20:24:33,"All based on NOTHING! The Dems can’t get anything positive done, and probably don’t want to. https://twitter.com/SteveScalise/status/1172911375783534594?…",,,5470,12480,46803,Positive
2723,realdonaldtrump,2019/9/15,20:17:20,Thank you Billy! https://twitter.com/USRepLong/status/1172515960336654336?…,,,2244,8611,40281,Positive
2724,realdonaldtrump,2019/9/15,6:08:48,Thank you! https://twitter.com/GOPChairwoman/status/1172979057081933824?…,,,4009,10471,50379,Positive
2725,realdonaldtrump,2019/9/15,4:57:01,My great honor! https://twitter.com/WhiteHouse/status/1172912896231256066?…,,,2504,9170,41777,Positive
2726,realdonaldtrump,2019/9/15,4:56:01,"That is true, and the USA is Winning Again! https://twitter.com/TeamTrump/status/1172964660708032512?…",,,12260,15558,75071,Positive
2727,realdonaldtrump,2019/9/15,3:15:57,Amazing! https://twitter.com/realDonaldTrump/status/1172609171382001665?…,,,3240,7227,33965,Positive
2728,realdonaldtrump,2019/9/15,3:02:46,"The Taliban has never been hit harder than it is being hit right now. Killing 12 people, including one great American soldier, was not a good idea. There are much better ways to set up a negotiation. The Taliban knows they made a big mistake, and they have no idea how to recover!",,,11218,19143,90859,Positive
2729,realdonaldtrump,2019/9/15,2:35:29,I’m OK with that! https://twitter.com/KassyDillon/status/1172552842718121985?…,,,7604,16764,103133,Positive
2730,realdonaldtrump,2019/9/14,22:57:35,....between our two countries. I look forward to continuing those discussions after the Israeli Elections when we meet at the United Nations later this month!,,,3471,10572,60043,Positive
2731,realdonaldtrump,2019/9/14,22:57:35,"I had a call today with Prime Minister Netanyahu to discuss the possibility of moving forward with a Mutual Defense Treaty, between the United States and Israel, that would further anchor the tremendous alliance....",,,6019,14643,76178,Positive
2732,realdonaldtrump,2019/9/14,21:10:05,KEEP AMERICA GREAT!,,,10240,19108,102262,Positive
2733,realdonaldtrump,2019/9/14,21:09:40,MAKE AMERICA GREAT AGAIN!,,,23911,38530,226058,Positive
2734,realdonaldtrump,2019/9/14,21:08:54,94% Approval Rating in the Republican Party! Tuesday night in the Great State of North Carolina proved that high and very beautiful number correct.,,,6298,11530,60638,Positive
2735,realdonaldtrump,2019/9/14,21:04:10,"Who the hell is Joy-Ann Reid? Never met her, she knows ZERO about me, has NO talent, and truly doesn’t have the “it” factor needed for success in showbiz. Had a bad reputation, and now works for the Comcast/NBC losers making up phony stories about me. Low Ratings. Fake News!",,,36856,17616,86938,Negative
2736,realdonaldtrump,2019/9/14,20:44:42,“A Very Stable Genius!” Thank you.,,,26817,13912,73939,Positive
2737,realdonaldtrump,2019/9/14,6:35:26,"While I like the Vaping alternative to Cigarettes, we need to make sure this alternative is SAFE for ALL! Let’s get counterfeits off the market, and keep young children from Vaping!",,,24689,22757,131142,Positive
2738,realdonaldtrump,2019/9/14,6:08:21,Great news about the work we are doing on illegal immigration! https://www.foxnews.com/opinion/rep-matt-gaetz-trump-crackdown-on-illegal-immigration-succeeding-america-benefits?…,,,6683,13677,57252,Positive
2739,realdonaldtrump,2019/9/14,4:33:07,Historic Milestone indeed! https://www.washingtonexaminer.com/news/historic-milestone-senate-republicans-confirm-150th-judge-during-trump-presidency?…,,,4771,14286,54981,Positive
2740,realdonaldtrump,2019/9/13,22:48:29,"The two big Congressional wins in North Carolina on Tuesday, Dan Bishop and Greg Murphy, have reverberated all over the World. They showed a lot of people how strong the Republican Party is, and how well it is doing. 2020 is a big, and very important, Election. We will WIN!",,,12773,18064,78998,Positive
2741,realdonaldtrump,2019/9/13,22:41:33,"....VERY stupidly negotiated Trade Deals, and Illegal Immigration, are a tremendous cost and burden to our Country. They are BOTH coming along very well and someday, in the not too distant future, America will see a very positive change. Remember, America First!",,,4928,11860,53322,Positive
2742,realdonaldtrump,2019/9/13,22:41:32,"Illegal Immigration costs the USA over 300 Billion Dollars a year. There is no reason for this, and things are being set in motion to have this number come WAY DOWN. Democrats could end Loopholes and it would be a whole lot easier, and faster. But it will all happen anyway!....",,,8668,17432,72592,Positive
2743,realdonaldtrump,2019/9/13,20:58:03,"....IG Report, which showed him to be a Disgraced & Dirty Cop. Republicans have unified like never before. You don’t impeach Presidents for doing a good (great!) job. No Obstruction, No Collusion, only treasonous crimes committed by the other side, and led by the Democrats. Sad!",,,10605,13920,63307,Negative
2744,realdonaldtrump,2019/9/13,20:58:02,"....Became Number 1 in World & Independent in Energy. Will soon have record number of Judges, 2 SC Justices. Done more than any President in first 2 1/2 years despite phony & fraudulent Witch Hunt illegally led against him. WIN on Mueller Report, Mueller Testimony & James Comey..",,,4102,12877,62381,Positive
2745,realdonaldtrump,2019/9/13,20:58:02,"How do you impeach a President who has helped create perhaps the greatest economy in the history of our Country? All time best unemployment numbers, especially for Blacks, Hispanics, Asians & Women. More people working today than ever before. Rebuilt Military & Choice for Vets...",,,32319,22741,105439,Positive
2746,realdonaldtrump,2019/9/13,6:49:03,Hello Baltimore! pic.twitter.com/Iz2aYj7rrC,,,10997,12784,80645,Positive
2747,realdonaldtrump,2019/9/13,1:22:19,"In fact, my views on Venezuela, and especially Cuba, were far stronger than those of John Bolton. He was holding me back! https://twitter.com/marcorubio/status/1172127718433054721?…",,,10796,18353,60019,Positive
2748,realdonaldtrump,2019/9/12,22:15:19,“This should have been over with after the Mueller Report came out.” @guypbenson @FoxNews,,,10275,9816,45419,Negative
2749,realdonaldtrump,2019/9/12,22:07:16,"“We can’t beat him, so lets impeach him!” Democrat Rep. Al Green",,,18220,21658,93454,Negative
2750,realdonaldtrump,2019/9/12,21:08:38,“Dems have never gotten over the fact that President Trump won the Election!” @GOPLeader McCarthy,,,13433,13025,66069,Positive
2751,realdonaldtrump,2019/9/12,21:05:59,Some really big Court wins on the Border lately!,,,4018,11287,58951,Positive
2752,realdonaldtrump,2019/9/12,20:45:34,It is expected that China will be buying large amounts of our agricultural products!,,,13854,15301,88704,Positive
2753,realdonaldtrump,2019/9/12,20:13:09,"European Central Bank, acting quickly, Cuts Rates 10 Basis Points. They are trying, and succeeding, in depreciating the Euro against the VERY strong Dollar, hurting U.S. exports.... And the Fed sits, and sits, and sits. They get paid to borrow money, while we are paying interest!",,,7818,16138,57662,Negative
2754,realdonaldtrump,2019/9/12,11:35:32,Thank you Brandon! https://twitter.com/BrandonStraka/status/1157470788758507521?…,,,2997,14135,52315,Positive
2755,realdonaldtrump,2019/9/12,11:26:11,"The Wall is going up very fast despite total Obstruction by Democrats in Congress, and elsewhere! pic.twitter.com/2nFIEFppho",,,16786,20829,96099,Positive
2756,realdonaldtrump,2019/9/12,11:18:02,The Wall is being built after victories against the Democrats in various courts! https://twitter.com/realDonaldTrump/status/1171547046295171072?…,,,3879,10030,42016,Positive
2757,realdonaldtrump,2019/9/12,8:23:15,....The Southern Border is becoming very strong despite the obstruction by Democrats not agreeing to do anything on Loopholes or Asylum!,,,3870,10747,54693,Positive
2758,realdonaldtrump,2019/9/12,8:23:15,"I had an excellent telephone conversation with Andrés Manuel López Obrador, President of Mexico, talking about Southern Border Security, and various other things of mutual interest for the people of our respective countries....",,,3851,12264,61864,Positive
2759,realdonaldtrump,2019/9/12,7:17:19,"....on October 1st, we have agreed, as a gesture of good will, to move the increased Tariffs on 250 Billion Dollars worth of goods (25% to 30%), from October 1st to October 15th.",,,5634,9642,49164,Positive
2760,realdonaldtrump,2019/9/12,7:17:18,"At the request of the Vice Premier of China, Liu He, and due to the fact that the People's Republic of China will be celebrating their 70th Anniversary....",,,3266,9736,49554,Positive
2761,realdonaldtrump,2019/9/12,6:47:46,BIG United States Supreme Court WIN for the Border on Asylum! https://apnews.com/a817cf3affb04f3d8ad3c4940366a5fe?…,,,5796,18264,68416,Positive
2762,realdonaldtrump,2019/9/12,1:23:45,"Today and every day, we pledge to honor our history, to treasure our liberty, to uplift our communities, to live up to our values, to prove worthy of our heroes, and above all, to NEVER FORGET. #Honor911 pic.twitter.com/3xbEvl92py",,,10306,25763,105369,Positive
2763,realdonaldtrump,2019/9/11,20:21:36,Leaving the White House soon to speak at the Pentagon. My great honor!,,,8451,10843,77234,Positive
2764,realdonaldtrump,2019/9/11,20:19:45,"If it weren’t for the never ending Fake News about me, and with all that I have done (more than any other President in the first 2 1/2 years!), I would be leading the “Partners” of the LameStream Media by 20 points. Sorry, but true!",,,28418,13226,67363,Negative
2765,realdonaldtrump,2019/9/11,20:12:58,"....This is a phony suppression poll, meant to build up their Democrat partners. I haven’t even started campaigning yet, and am constantly fighting Fake News like Russia, Russia, Russia. Look at North Carolina last night. Dan Bishop, down big in the Polls, WINS. Easier than 2016!",,,9445,10560,55864,Negative
2766,realdonaldtrump,2019/9/11,20:12:58,"In a hypothetical poll, done by one of the worst pollsters of them all, the Amazon Washington Post/ABC, which predicted I would lose to Crooked Hillary by 15 points (how did that work out?), Sleepy Joe, Pocahontas and virtually all others would beat me in the General Election....",,,13200,11586,61873,Negative
2767,realdonaldtrump,2019/9/11,18:42:13,....The USA should always be paying the the lowest rate. No Inflation! It is only the na?veté of Jay Powell and the Federal Reserve that doesn’t allow us to do what other countries are already doing. A once in a lifetime opportunity that we are missing because of “Boneheads.”,,,4812,9774,43834,Negative
2768,realdonaldtrump,2019/9/11,18:42:13,"The Federal Reserve should get our interest rates down to ZERO, or less, and we should then start to refinance our debt. INTEREST COST COULD BE BROUGHT WAY DOWN, while at the same time substantially lengthening the term. We have the great currency, power, and balance sheet.....",,,7312,13271,56739,Positive
2769,realdonaldtrump,2019/9/11,18:32:13, pic.twitter.com/WqBj8iMQhx,,,22845,45298,199844,Negative
2770,realdonaldtrump,2019/9/11,18:14:50,"“China suspends Tariffs on some U.S. products. Being hit very hard, supply chains breaking up as many companies move, or look to move, to other countries. Much more expensive to China than originally thought.” @CNBC @JoeSquawk",,,2765,9713,42311,Negative
2771,realdonaldtrump,2019/9/11,13:08:48,"Greg Murphy won big, 62% to 37%, in North Carolina 03, & the Fake News barely covered the race. The win was far bigger than anticipated - there was just nothing the Fakers could say to diminish or demean the scope of this victory. So we had TWO BIG VICTORIES tonight, Greg & Dan!",,,5784,15088,66590,Negative
2772,realdonaldtrump,2019/9/11,12:31:29,Alice @alicetweet Stewart: Thank you for the nice words while on @CNN concerning the TWO big Republican Congressional victories. You’d be great on a network with much higher ratings. Keep up the good work!,,,2047,7863,40261,Positive
2773,realdonaldtrump,2019/9/11,11:46:47, pic.twitter.com/eK7swFWq1A,,,21539,25129,116505,Negative
2774,realdonaldtrump,2019/9/11,11:11:35,".@CNN & @MSNBC were all set to have a BIG victory, until Dan Bishop won North Carolina 09. Now you will hear them barely talk about, or cover, the race. Fake News never wins!",,,4145,11912,49475,Negative
2775,realdonaldtrump,2019/9/11,10:38:47,BIG NIGHT FOR THE REPUBLICAN PARTY. CONGRATULATIONS TO ALL!,,,5504,16544,90622,Positive
2776,realdonaldtrump,2019/9/11,10:35:16,Greg Murphy is a big winner in North Carolina 03. Much bigger margins than originally anticipated. Congratulations Greg!,,,1468,10088,55935,Positive
2777,realdonaldtrump,2019/9/11,10:30:37,"Dan Bishop was down 17 points 3 weeks ago. He then asked me for help, we changed his strategy together, and he ran a great race. Big Rally last night. Now it looks like he is going to win. @CNN & @MSNBC are moving their big studio equipment and talent out. Stay tuned!",,,4308,11173,54535,Positive
2778,realdonaldtrump,2019/9/11,9:23:36,"Senator Ben Sasse has done a wonderful job representing the people of Nebraska. He is great with our Vets, the Military, and your very important Second Amendment. Strong on Crime and the Border, Ben has my Complete and Total Endorsement!",,,4117,10340,46023,Positive
2779,realdonaldtrump,2019/9/11,9:04:25,"I am pleased to endorse Governor Mike Parson of Missouri. He is very Popular, Strong, and knows what he is doing – he gets it! Based on the fact that Mike has announced he will run again in 2020 for Governor, Mike Parson has my Complete and Total Endorsement!",,,3175,12618,58649,Positive
2780,realdonaldtrump,2019/9/11,8:49:36,Excellent interview by @CondoleezzaRice on @MarthaMaccallum on @FoxNews. Very interesting and secure perspective on life.,,,1982,6830,34460,Positive
2781,realdonaldtrump,2019/9/11,8:48:19,"One down, one to go – Greg Murphy is projected to win in the Great State of North Carolina! #NC03",,,2088,8684,45389,Positive
2782,realdonaldtrump,2019/9/11,6:12:36,Incredible progress being made at the Southern Border! pic.twitter.com/xcqxKEkfGD,,,9105,12506,51420,Positive
2783,realdonaldtrump,2019/9/10,23:58:26,"....I asked John for his resignation, which was given to me this morning. I thank John very much for his service. I will be naming a new National Security Advisor next week.",,,15349,16274,73288,Positive
2784,realdonaldtrump,2019/9/10,23:58:25,"I informed John Bolton last night that his services are no longer needed at the White House. I disagreed strongly with many of his suggestions, as did others in the Administration, and therefore....",,,25321,25430,97352,Positive
2785,realdonaldtrump,2019/9/10,23:04:28,Vote today for Dan Bishop. Will be great for North Carolina and our Country!,,,8112,11445,51820,Positive
2786,realdonaldtrump,2019/9/10,22:31:46,"One of the greatest and most powerful weapons used by the Fake and Corrupt News Media is the phony Polling Information they put out. Many of these polls are fixed, or worked in such a way that a certain candidate will look good or bad. Internal polling looks great, the best ever!",,,17860,16619,69734,Positive
2787,realdonaldtrump,2019/9/10,22:23:33,"ABC/Washington Post Poll was the worst and most inaccurate poll of any taken prior to the 2016 Election. When my lawyers protested, they took a 12 point down and brought it to almost even by Election Day. It was a Fake Poll by two very bad and dangerous media outlets. Sad!",,,7846,10872,50889,Negative
2788,realdonaldtrump,2019/9/10,21:20:04,"NORTH CAROLINA, VOTE FOR DAN BISHOP TODAY. WE NEED HIM BADLY IN WASHINGTON!",,,8815,14842,62680,Negative
2789,realdonaldtrump,2019/9/10,20:41:34,Last night in North Carolina was incredible! https://twitter.com/realDonaldTrump/status/1171228988024311809?…,,,3719,11335,50628,Positive
2790,realdonaldtrump,2019/9/10,20:40:29,Great job by the U.S. Coast Guard! https://twitter.com/realDonaldTrump/status/1171254828456194049?…,,,808,5228,28796,Positive
2791,realdonaldtrump,2019/9/10,10:51:26,THANK YOU @USCG! GREAT JOB!! https://twitter.com/USCGSoutheast/status/1171181065945460736?…,,,2559,9579,45812,Positive
2792,realdonaldtrump,2019/9/10,9:08:45,Beautiful evening in Fayetteville tonight! Big day in North Carolina tomorrow. Make sure you get out and VOTE for Dan Bishop in #NC09 and Greg Murphy in #NC03! pic.twitter.com/bu296fHQab,,,5896,11426,44370,Positive
2793,realdonaldtrump,2019/9/10,8:42:45,"THANK YOU Fayetteville, North Carolina! Make sure you get out and VOTE TOMORROW for Dan Bishop in #NC09 and Greg Murphy in #NC03!! https://www.pscp.tv/w/cEboMzFvTlFsTFJub1dwUXd8MXZBeFJxb1FPb3lKbBChzeucfvjXeub5PVPJG8VGRvqD2Xv_6AeZzFc7Ei4f?t=8s?…",,,4823,13391,49372,Positive
2794,realdonaldtrump,2019/9/10,6:55:32,NORTH CAROLINA — Vote for Dan Bishop in #NC09 and Greg Murphy in #NC03 TOMORROW. Make it a great day for Republicans!,,,4826,12459,46219,Positive
2795,realdonaldtrump,2019/9/10,6:49:21,"Received an update on Air Force One at MCAS Cherry Point in North Carolina, regarding damage caused by Hurricane Dorian. pic.twitter.com/ogQRJ3iLmr",,,3845,6382,30660,Negative
2796,realdonaldtrump,2019/9/10,5:47:41,"Departing MCAS Cherry Point in North Carolina for Fayetteville, North Carolina. This is amazing! pic.twitter.com/JDv5HA126A",,,8673,10784,45548,Negative
2797,realdonaldtrump,2019/9/10,5:34:41,Speaking to Governor @HenryMcMaster of South Carolina on my way to North Carolina for a big rally for Dan Bishop (@jdanbishop) running for Congress. Vote tomorrow! #NC09 pic.twitter.com/KmrDd9JPOh,,,4940,6917,30852,Positive
2798,realdonaldtrump,2019/9/10,4:08:40,To every one of the HEROES we recognized today — THANK YOU and God Bless You All! pic.twitter.com/JWKwylpdiO,,,3998,14964,66953,Positive
2799,realdonaldtrump,2019/9/10,1:56:23,"We have been serving as policemen in Afghanistan, and that was not meant to be the job of our Great Soldiers, the finest on earth. Over the last four days, we have been hitting our Enemy harder than at any time in the last ten years!",,,8995,14253,66298,Positive
2800,realdonaldtrump,2019/9/10,1:49:47,"...the Economy, where there is NO Recession, much to the regret of the LameStream Media! They are working overtime to help the Democrats win in 2020, but that will NEVER HAPPEN, Americans are too smart!",,,6113,10239,48165,Negative
2801,realdonaldtrump,2019/9/10,1:49:45,"...the look of turmoil in the White House, of which there is none. I view much of the media as simply an arm of the Democrat Party. They are corrupt, and they are extremely upset at how well our Country is doing under MY Leadership, including...",,,3458,10103,47875,Negative
2802,realdonaldtrump,2019/9/10,1:49:44,"A lot of Fake News is being reported that I overruled the VP and various advisers on a potential Camp David meeting with the Taliban. This Story is False! I always think it is good to meet and talk, but in this case I decided not to. The Dishonest Media likes to create...",,,7342,12978,58566,Positive
2803,realdonaldtrump,2019/9/9,22:55:59,"The Trump Administration has achieved more in the first 2 1/2 years of its existence than perhaps any administration in the history of our Country. We get ZERO media credit for what we have done, and are doing, but the people know, and that’s all that is important!",,,22509,17047,71381,Positive
2804,realdonaldtrump,2019/9/9,21:52:47,"I had nothing to do with the decision of our great @VP Mike Pence to stay overnight at one of the Trump owned resorts in Doonbeg, Ireland. Mike’s family has lived in Doonbeg for many years, and he thought that during his very busy European visit, he would stop and see his family!",,,18204,11440,58716,Positive
2805,realdonaldtrump,2019/9/9,21:43:46,"I know nothing about an Air Force plane landing at an airport (which I do not own and have nothing to do with) near Turnberry Resort (which I do own) in Scotland, and filling up with fuel, with the crew staying overnight at Turnberry (they have good taste!). NOTHING TO DO WITH ME",,,31653,15414,82138,Positive
2806,realdonaldtrump,2019/9/9,21:23:23,"..that this Administration has done. They don’t talk about the great economy, the big tax and regulation cuts, the rebuilding of the Military, “Choice” at our VA, our Vets, Judges and Supreme Court Justices, the Border Wall going up, lowest crime numbers, 2nd A, and so much more!",,,5005,9037,41583,Negative
2807,realdonaldtrump,2019/9/9,21:23:22,"As bad as @CNN is, Comcast MSNBC is worse. Their ratings are also way down because they have lost all credibility. I believe their stories about me are not 93% negative, but actually 100% negative. They are incapable of saying anything positive, despite all of the great things...",,,6500,12345,55926,Negative
2808,realdonaldtrump,2019/9/9,21:01:41,"...But most importantly, @CNN is bad for the USA. Their International Division spews bad information & Fake News all over the globe. This is why foreign leaders are always asking me, “Why does the Media hate the U.S. sooo much?” It is a fraudulent shame, & all comes from the top!",,,9577,11475,48226,Negative
2809,realdonaldtrump,2019/9/9,21:01:41,"Great news that an activist investor is now involved with AT&T. As the owner of VERY LOW RATINGS @CNN, perhaps they will now put a stop to all of the Fake News emanating from its non-credible “anchors.” Also, I hear that, because of its bad ratings, it is losing a fortune.....",,,4706,12033,51978,Negative
2810,realdonaldtrump,2019/9/9,19:29:36,"94% Approval Rating in the Republican Party, a record. Thank you!",,,16075,18156,99351,Positive
2811,realdonaldtrump,2019/9/9,19:08:24,"House Republicans should allow Chairs of Committees to remain for longer than 6 years. It forces great people, and real leaders, to leave after serving. The Dems have unlimited terms. While that has its own problems, it is a better way to go. Fewer people, in the end, will leave!",,,4911,8140,37137,Positive
2812,realdonaldtrump,2019/9/9,18:58:26,"...but then he ran for Congress and won, only to lose his re-elect after I Tweeted my endorsement, on Election Day, for his opponent. But now take heart, he is back, and running for President of the United States. The Three Stooges, all badly failed candidates, will give it a go!",,,9252,12285,61080,Negative
2813,realdonaldtrump,2019/9/9,18:58:25,"When the former Governor of the Great State of South Carolina, @MarkSanford, was reported missing, only to then say he was away hiking on the Appalachian Trail, then was found in Argentina with his Flaming Dancer friend, it sounded like his political career was over. It was,....",,,16615,13514,60570,Negative
2814,realdonaldtrump,2019/9/9,18:51:05,"North Carolina, vote for Dan Bishop tomorrow. We need him badly in Washington! His opponent is a far left Sanctuary Cities supporter.",,,3977,15406,54983,Negative
2815,realdonaldtrump,2019/9/9,18:21:06,Maria & John understood the dishonesty & deception from the very beginning! https://twitter.com/AKA_RealDirty/status/1170762415279153152?…,,,2497,10794,34890,Positive
2816,realdonaldtrump,2019/9/9,11:11:53,".....the importance or passage of Criminal Justice Reform. They only talk about the minor players, or people that had nothing to do with it...And the people that so desperately sought my help when everyone else had failed, all they talk about now is Impeaching President Trump!",,,11828,12301,59712,Positive
2817,realdonaldtrump,2019/9/9,11:11:53,"....musician @johnlegend, and his filthy mouthed wife, are talking now about how great it is - but I didn’t see them around when we needed help getting it passed. “Anchor”@LesterHoltNBC doesn’t even bring up the subject of President Trump or the Republicans when talking about....",,,17713,14430,67033,Positive
2818,realdonaldtrump,2019/9/9,11:11:53,"....A man named @VanJones68, and many others, were profusely grateful (at that time!). I SIGNED IT INTO LAW, no one else did, & Republicans deserve much credit. But now that it is passed, people that had virtually nothing to do with it are taking the praise. Guys like boring.....",,,1820,6466,26652,Positive
2819,realdonaldtrump,2019/9/9,11:11:53,"When all of the people pushing so hard for Criminal Justice Reform were  unable to come even close to getting it done, they came to me as a group and asked for my help. I got it done with a group of Senators & others who would never have gone for it. Obama couldn’t come close....",,,12939,17566,80809,Negative
2820,realdonaldtrump,2019/9/9,10:17:38, pic.twitter.com/NeTvaaeVTR,,,5158,11754,48844,Negative
2821,realdonaldtrump,2019/9/9,3:52:20,"Congratulations to @JudgeJeanine Pirro on having, again, the Number One Best Selling Book!",,,6814,12667,68563,Positive
2822,realdonaldtrump,2019/9/9,3:34:04,"Looking forward to being in the North Carolina tomorrow night. We’re having a BIG RALLY for a great guy, Dan Bishop. Strong on Crime, Borders, your Military and our Vets, we need Dan Bishop in Washington badly. His opponent is WEAK on Crime, Borders, and against your 2nd A.",,,11099,16143,66402,Positive
2823,realdonaldtrump,2019/9/9,0:56:32,WE ARE BUILDING THE WALL... pic.twitter.com/OQQaag2ZUW,,,25060,23277,104427,Positive
2824,realdonaldtrump,2019/9/8,12:06:31,Leakin’ Lyin’ James Comey! pic.twitter.com/0qr5BcbRcl,,,11743,16519,56744,Negative
2825,realdonaldtrump,2019/9/8,11:57:23, pic.twitter.com/QeUbwdsWfr,,,24936,42991,162228,Negative
2826,realdonaldtrump,2019/9/8,6:51:18,"....only made it worse! If they cannot agree to a ceasefire during these very important peace talks, and would even kill 12 innocent people, then they probably don’t have the power to negotiate a meaningful agreement anyway. How many more decades are they willing to fight?",,,17520,17716,82073,Negative
2827,realdonaldtrump,2019/9/8,6:51:18,"....an attack in Kabul that killed one of our great great soldiers, and 11 other people. I immediately cancelled the meeting and called off peace negotiations. What kind of people would kill so many in order to seemingly strengthen their bargaining position? They didn’t, they....",,,7306,16153,70690,Positive
2828,realdonaldtrump,2019/9/8,6:51:17,"Unbeknownst to almost everyone, the major Taliban leaders and, separately, the President of Afghanistan, were going to secretly meet with me at Camp David on Sunday. They were coming to the United States tonight. Unfortunately, in order to build false leverage, they admitted to..",,,31681,20963,81578,Positive
2829,realdonaldtrump,2019/9/8,4:44:54,"...FAKE NEWS. I would like very much to stop referring to this ridiculous story, but the LameStream Media just won’t let it alone. They always have to have the last word, even though they know they are defrauding & deceiving the public. The public knows that the Media is corrupt!",,,18391,12990,62804,Negative
2830,realdonaldtrump,2019/9/8,4:44:53,"The Failing New York Times stated, in an article written by Obama flunky Peter Baker (who lovingly wrote Obama book),”Even after the President forecast the storm to include Alabama.” THIS IS NOT TRUE. I said, VERY EARLY ON, that it MAY EVEN hit Alabama. A BIG DIFFERENCE.....",,,18976,13394,66349,Positive
2831,realdonaldtrump,2019/9/8,3:58:37,Our Economy is doing great!!!!! https://twitter.com/realDonaldTrump/status/1170422093500026880?…,,,7574,11515,50430,Positive
2832,realdonaldtrump,2019/9/8,3:42:27,"JOBS, JOBS, JOBS! pic.twitter.com/NeTvaaeVTR",,,8050,14051,61896,Negative
2833,realdonaldtrump,2019/9/7,23:11:21,Congratulations to the GREAT Jerry West!  https://www.instagram.com/p/B2HUw26BV6r/?igshid=vpd3yvmxjm7h?… pic.twitter.com/tNMJCRD4ft,,,3016,8191,41085,Positive
2834,realdonaldtrump,2019/9/7,21:48:36,"Russia and Ukraine just swapped large numbers of prisoners. Very good news, perhaps a first giant step to peace. Congratulations to both countries!",,,5281,14262,72276,Positive
2835,realdonaldtrump,2019/9/7,21:14:46,"“In 22 years of patrolling our Southern Border, I have never seen Mexico act like a true Border Security Partner until President Trump got involved, and now they are stepping up to the plate and doing what they need to do.” Brandon Judd, National Border Patrol",,,7586,19817,82541,Negative
2836,realdonaldtrump,2019/9/7,19:08:27,"The Washington Post’s @PhilipRucker (Mr. Off the Record) & @AshleyRParker, two nasty lightweight reporters, shouldn’t even be allowed on the grounds of the White House because their reporting is so DISGUSTING & FAKE. Also, add the appointment of MANY Federal Judges this Summer! https://twitter.com/realDonaldTrump/status/1170097018901020673?…",,,12435,9198,36214,Negative
2837,realdonaldtrump,2019/9/7,18:52:36,"I want to congratulate @senatemajldr Mitch McConnell and all Republicans. Today I signed the 160th Federal Judge to the Bench. Within a short period of time we will be at over 200 Federal Judges, including many in the Appellate Courts & two great new U.S. Supreme Court Justices!",,,7924,17336,71441,Positive
2838,realdonaldtrump,2019/9/7,18:39:44,"....I would also like to thank “Papa” Doug Manchester, hopefully the next Ambassador to the Bahamas, for the incredible amount of time, money and passion he has spent on helping to bring safety to the Bahamas. Much work to be done by the Bahamian Government. We will help! @OANN",,,2360,10273,57756,Positive
2839,realdonaldtrump,2019/9/7,18:39:43,"Thank you to Bahamian Prime Minister Hubert Minnis for your very gracious and kind words in saying that without the help of the United States and me, their would have been many more casualties. I give all credit to FEMA, the U.S. Coast Guard, & the brave people of the Bahamas..",,,17469,15697,84793,Positive
