id,username,date,time,tweet,replies_count,retweets_count,likes_count,mentions,hot
9.34E+17,realdonaldtrump,2017/11/23,19:28:32,"HAPPY THANKSGIVING, your Country is starting to do really well. Jobs coming back, highest Stock Market EVER, Military getting really strong, we will build the WALL, V.A. taking care of our Vets, great Supreme Court Justice, RECORD CUT IN REGS, lowest unemployment in 17 years....!",40746,36292,183496,[],52348.6
9.85E+17,realdonaldtrump,2018/4/14,20:21:00,A perfectly executed strike last night. Thank you to France and the United Kingdom for their wisdom and the power of their fine Military. Could not have had a better result. Mission Accomplished!,41851,36430,179254,[],52338.7
1.19E+18,realdonaldtrump,2019/11/5,21:28:37,"This is the time for Mexico, with the help of the United States, to wage WAR on the drug cartels and wipe them off the face of the earth. We merely await a call from your great new president!",20893,45477,186745,[],52228.6
1.14E+18,realdonaldtrump,2019/6/9,12:08:26,"I know it is not at all “Presidential” to hit back at the Corrupt Media, or people who work for the Corrupt Media, when they make false statements about me or the Trump Administration. Problem is, if you don’t hit back, people believe the Fake News is true. So we’ll hit back!",40416,38749,168152,[],52189.4
9.52E+17,realdonaldtrump,2018/1/12,12:57:57,"Reason I canceled my trip to London is that I am not a big fan of the Obama Administration having sold perhaps the best located and finest embassy in London for “peanuts,” only to build a new one in an off location for 1.2 billion dollars. Bad deal. Wanted me to cut ribbon-NO!",88988,24341,108665,[],52167.5
1.24E+18,realdonaldtrump,2020/3/30,0:34:16,The Lamestream Media wants us to fail. That will NEVER happen!,29020,38560,202899,[],52131.9
1.01E+18,realdonaldtrump,2018/6/25,19:41:25,"The Red Hen Restaurant should focus more on cleaning its filthy canopies, doors and windows (badly needs a paint job) rather than refusing to serve a fine person like Sarah Huckabee Sanders. I always had a rule, if a restaurant is dirty on the outside, it is dirty on the inside!",71787,30118,124763,[],52083.2
1.22E+18,realdonaldtrump,2020/1/27,4:48:53,Reports are that basketball great Kobe Bryant and three others have been killed in a helicopter crash in California. That is terrible news!,16480,37339,247262,[],52073.6
1.09E+18,realdonaldtrump,2019/1/26,21:42:28,"If Roger Stone was indicted for lying to Congress, what about the lying done by Comey, Brennan, Clapper, Lisa Page & lover, Baker and soooo many others? What about Hillary to FBI and her 33,000 deleted Emails? What about Lisa & Peter’s deleted texts & Wiener’s laptop? Much more!",48577,39007,140956,[],52072.9
8.73E+17,realdonaldtrump,2017/6/9,18:10:37,"Despite so many false statements and lies, total and complete vindication...and WOW, Comey is a leaker!",75940,30516,109094,[],52001
1.09E+18,realdonaldtrump,2019/1/19,6:51:00,"I will be making a major announcement concerning the Humanitarian Crisis on our Southern Border, and the Shutdown, tomorrow afternoon at 3 P.M., live from the @WhiteHouse.",49820,36842,148934,['whitehouse'],51944.6
1.08E+18,realdonaldtrump,2018/12/28,7:23:36,"CNN & others within the Fake News Universe were going wild about my signing MAGA hats for our military in Iraq and Germany. If these brave young people ask me to sign their hat, I will sign. Can you imagine my saying NO? We brought or gave NO hats as the Fake News first reported!",40679,38216,167787,[],51912
1.24E+18,realdonaldtrump,2020/3/24,20:45:18,"Congress must approve the deal, without all of the nonsense, today. The longer it takes, the harder it will be to start up our economy. Our workers will be hurt!",26841,40886,193083,[],51892.2
9.12E+17,realdonaldtrump,2017/9/24,6:25:17,Roger Goodell of NFL just put out a statement trying to justify the total disrespect certain players show to our country.Tell them to stand!,59839,33781,136667,[],51887
9.60E+17,realdonaldtrump,2018/2/5,20:39:10,"Little Adam Schiff, who is desperate to run for higher office, is one of the biggest liars and leakers in Washington, right up there with Comey, Warner, Brennan and Clapper! Adam leaves closed committee hearings to illegally leak confidential information. Must be stopped!",59632,35885,124393,[],51859.9
1.24E+18,realdonaldtrump,2020/3/9,0:23:39,"The New York Times is an embarrassment to journalism. They were a dead paper before I went into politics, and they will be a dead paper after I leave, which will be in 5 years. Fake News is the Enemy of the people!",30981,39691,186313,[],51740.2
1.06E+18,realdonaldtrump,2018/11/19,2:01:09,"So funny to see little Adam Schitt (D-CA) talking about the fact that Acting Attorney General Matt Whitaker was not approved by the Senate, but not mentioning the fact that Bob Mueller (who is highly conflicted) was not approved by the Senate!",67374,32219,121285,[],51672.1
1.18E+18,realdonaldtrump,2019/10/4,20:16:47,"As President I have an obligation to end CORRUPTION, even if that means requesting the help of a foreign country or countries. It is done all the time. This has NOTHING to do with politics or a political campaign against the Bidens. This does have to do with their corruption!",50982,36390,145294,[],51658
1.12E+18,realdonaldtrump,2019/4/13,0:38:02,"Due to the fact that Democrats are unwilling to change our very dangerous immigration laws, we are indeed, as reported, giving strong considerations to placing Illegal Immigrants in Sanctuary Cities only....",45727,36352,161125,[],51641.8
9.62E+17,realdonaldtrump,2018/2/10,23:33:35,Peoples lives are being shattered and destroyed by a mere allegation. Some are true and some are false. Some are old and some are new. There is no recovery for someone falsely accused - life and career are gone. Is there no such thing any longer as Due Process?,69993,31026,120281,[],51641.6
1.23E+18,realdonaldtrump,2020/2/23,6:30:10,Look so forward to being with my great friends in INDIA! https://twitter.com/Solmemes1/status/1231326273894526976 …,15507,46807,188908,[],51627.1
1.12E+18,realdonaldtrump,2019/4/14,9:47:25,"Just out: The USA has the absolute legal right to have apprehended illegal immigrants transferred to Sanctuary Cities. We hereby demand that they be taken care of at the highest level, especially by the State of California, which is well known or its poor management & high taxes!",38155,40343,159673,[],51619.6
9.75E+17,realdonaldtrump,2018/3/18,20:35:42,"Why does the Mueller team have 13 hardened Democrats, some big Crooked Hillary supporters, and Zero Republicans? Another Dem recently added...does anyone think this is fair? And yet, there is NO COLLUSION!",79804,27572,111028,[],51587.2
9.58E+17,realdonaldtrump,2018/1/28,21:18:33,"Our economy is better than it has been in many decades. Businesses are coming back to America like never before. Chrysler, as an example, is leaving Mexico and coming back to the USA. Unemployment is nearing record lows. We are on the right track!",42203,35114,177737,[],51503
9.12E+17,realdonaldtrump,2017/9/24,2:18:19,"...our Great American Flag (or Country) and should stand for the National Anthem. If not, YOU'RE FIRED. Find something else to do!",54682,34740,141994,[],51448
1.09E+18,realdonaldtrump,2019/1/19,11:24:49,Fake News is truly the ENEMY OF THE PEOPLE!,38995,39988,156852,[],51376.5
9.52E+17,realdonaldtrump,2018/1/12,21:48:49,"Never said anything derogatory about Haitians other than Haiti is, obviously, a very poor and troubled country. Never said “take them out.” Made up by Dems. I have a wonderful relationship with Haitians. Probably should record future meetings - unfortunately, no trust!",71337,29743,120536,[],51300.5
1.07E+18,realdonaldtrump,2018/11/21,20:50:29,MAKE AMERICA GREAT AGAIN!,38767,36570,177265,[],51298.6
1.11E+18,realdonaldtrump,2019/3/15,3:43:08,"I look forward to VETOING the just passed Democrat inspired Resolution which would OPEN BORDERS while increasing Crime, Drugs, and Trafficking in our Country. I thank all of the Strong Republicans who voted to support Border Security and our desperately needed WALL!",42290,37359,161681,[],51270.5
1.15E+18,realdonaldtrump,2019/7/14,5:21:18,"94% Approval Rating in the Republican Party, an all time high. Ronald Reagan was 87%. Thank you!",33783,36283,193118,[],51216.5
8.26E+17,realdonaldtrump,2017/1/31,19:27:02,When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!,51540,33088,159008,[],51215.6
1.24E+18,realdonaldtrump,2020/3/28,20:33:28,"One of the reasons that Fake News has become so prevalent & far reaching is the fact that corrupt “journalists” base their stories on SOURCES that they make up in order to totally distort a narrative or story. When you see, “five sources say”, don’t believe the story, it is....",37509,38176,170468,[],51205.1
1.24E+18,realdonaldtrump,2020/3/16,10:51:02,"I must say, that was a VERY boring debate. Biden lied when he said I want to cut Social Security and Medicare. That’s what they ALL said 4 years ago, and nothing happened, in fact, I saved Social Security and Medicare. I will not be cutting, but they will. Be careful!",29155,39770,185931,[],51201.6
1.24E+18,realdonaldtrump,2020/3/20,6:16:29,"THANK YOU to our Police Officers, Fire Fighters, and EMS who help us defeat the Virus every day. Our proud nation is grateful for the unwavering dedication and sacrifice of our First Responders and their families. TOGETHER we will beat this!",14145,40274,227631,[],51171
1.11E+18,realdonaldtrump,2019/3/15,3:16:31,VETO!,51098,33737,155816,[],51153.2
8.27E+17,realdonaldtrump,2017/2/1,11:45:26,"Hope you like my nomination of Judge Neil Gorsuch for the United States Supreme Court. He is a good and brilliant man, respected by all.",37161,28997,224674,[],51013.9
1.09E+18,realdonaldtrump,2019/1/22,23:28:57,"The reason Sarah Sanders does not go to the “podium” much anymore is that the press covers her so rudely & inaccurately, in particular certain members of the press. I told her not to bother, the word gets out anyway! Most will never cover us fairly & hence, the term, Fake News!",47781,34687,158586,[],51005.1
1.24E+18,realdonaldtrump,2020/3/30,1:48:36,"“President Trump is a ratings hit. Since reviving the daily White House briefing Mr. Trump and his coronavirus updates have attracted an average audience of 8.5 million on cable news, roughly the viewership of the season finale of ‘The Bachelor.’ Numbers are continuing to rise...",78017,24900,126529,[],50998
1.22E+18,realdonaldtrump,2020/1/11,22:17:50,Nancy Pelosi will go down as the absolute worst Speaker of the House in U.S. history!,29240,35452,209154,[],50958.6
1.10E+18,realdonaldtrump,2019/2/27,15:58:32,"I have now spent more time in Vietnam than Da Nang Dick Blumenthal, the third rate Senator from Connecticut (how is Connecticut doing?). His war stories of his heroism in Vietnam were a total fraud - he was never even there. We talked about it today with Vietnamese leaders!",52780,33690,148070,[],50855
1.05E+18,realdonaldtrump,2018/9/29,8:27:17,"Just started, tonight, our 7th FBI investigation of Judge Brett Kavanaugh. He will someday be recognized as a truly great Justice of The United States Supreme Court!",43468,35668,163715,[],50812.7
9.15E+17,realdonaldtrump,2017/10/3,19:40:47,I am so proud of our great Country. God bless America!,34930,35856,188139,[],50806.5
1.22E+18,realdonaldtrump,2020/1/26,21:20:53,"Shifty Adam Schiff is a CORRUPT POLITICIAN, and probably a very sick man. He has not paid the price, yet, for what he has done to our Country!",54367,33265,145072,[],50776.3
1.24E+18,realdonaldtrump,2020/3/5,9:03:06,"There can be few things worse in a civilized, law abiding nation, than a United States Senator openly, and for all to see and hear, threatening the Supreme Court or its Justices. This is what Chuck Schumer just did. He must pay a severe price for this!",29824,42883,160699,[],50746.9
1.20E+18,realdonaldtrump,2019/11/15,23:01:40,"Everywhere Marie Yovanovitch went turned bad. She started off in Somalia, how did that go? Then fast forward to Ukraine, where the new Ukrainian President spoke unfavorably about her in my second phone call with him. It is a U.S. President’s absolute right to appoint ambassadors.",67658,30848,118951,[],50701.3
1.24E+18,realdonaldtrump,2020/3/16,23:00:41,Everybody is so well unified and working so hard. It is a beautiful thing to see. They love our great Country. We will end up being stronger than ever before!,31032,35169,202831,[],50694.1
9.39E+17,realdonaldtrump,2017/12/8,13:41:08,I fulfilled my campaign promise - others didn’t! pic.twitter.com/bYdaOHmPVJ,31113,46421,134428,[],50629.3
1.07E+18,realdonaldtrump,2018/11/22,8:23:09,Brutal and Extended Cold Blast could shatter ALL RECORDS - Whatever happened to Global Warming?,85569,24359,103414,[],50627.5
1.09E+18,realdonaldtrump,2019/2/7,19:13:34,"So now Congressman Adam Schiff announces, after having found zero Russian Collusion, that he is going to be looking at every aspect of my life, both financial and personal, even though there is no reason to be doing so. Never happened before! Unlimited Presidential Harassment....",49591,34777,148335,[],50577
8.92E+17,realdonaldtrump,2017/8/1,21:55:19,Only the Fake News Media and Trump enemies want me to stop using Social Media (110 million people). Only way for me to get the truth out!,71923,27922,122182,[],50548.3
1.03E+18,realdonaldtrump,2018/8/25,21:05:42,"Big story out that the FBI ignored tens of thousands of Crooked Hillary Emails, many of which are REALLY BAD. Also gave false election info. I feel sure that we will soon be getting to the bottom of all of this corruption. At some point I may have to get involved!",50675,35937,137601,[],50524.8
1.07E+18,realdonaldtrump,2018/11/26,19:19:41,"Mexico should move the flag waving Migrants, many of whom are stone cold criminals, back to their countries. Do it by plane, do it by bus, do it anyway you want, but they are NOT coming into the U.S.A. We will close the Border permanently if need be. Congress, fund the WALL!",37155,39270,158108,[],50519.3
1.21E+18,realdonaldtrump,2019/12/23,6:14:34,"The Democrats and Crooked Hillary paid for & provided a Fake Dossier, with phony information gotten from foreign sources, pushed it to the corrupt media & Dirty Cops, & have now been caught. They spied on my campaign, then tried to cover it up - Just Like Watergate, but bigger!",33759,42668,147865,[],50515
9.10E+17,realdonaldtrump,2017/9/20,4:05:32,God bless the people of Mexico City. We are with you and will be there for you.,20465,45582,170170,[],50505.7
1.02E+18,realdonaldtrump,2018/7/26,19:46:09,Twitter “SHADOW BANNING” prominent Republicans. Not good. We will look into this discriminatory and illegal practice at once! Many complaints.,35549,42799,141499,[],50494
1.22E+18,realdonaldtrump,2020/1/22,3:08:04,READ THE TRANSCRIPTS!,46724,31974,172439,[],50445.5
1.21E+18,realdonaldtrump,2019/12/13,14:08:11,Congratulations to Boris Johnson on his great WIN! Britain and the United States will now be free to strike a massive new Trade Deal after BREXIT. This deal has the potential to be far bigger and more lucrative than any deal that could be made with the E.U. Celebrate Boris!,14218,44632,193950,[],50439.6
1.25E+18,realdonaldtrump,2020/4/6,21:08:58,"Advertising in the Failing New York Times is WAY down. Washington Post is not much better. I can’t say whether this is because they are Fake News sources of information, to a level that few can understand, or the Virus is just plain beating them up. Fake News is bad for America!",52003,31719,157936,[],50425.9
1.14E+18,realdonaldtrump,2019/6/9,21:26:08,"If President Obama made the deals that I have made, both at the Border and for the Economy, the Corrupt Media would be hailing them as Incredible, & a National Holiday would be immediately declared. With me, despite our record setting Economy and all that I have done, no credit!",54904,31409,150781,[],50394.7
1.10E+18,realdonaldtrump,2019/2/14,22:55:09,"....Many of the top FBI brass were fired, forced to leave, or left. McCabe’s wife received BIG DOLLARS from Clinton people for her campaign - he gave Hillary a pass. McCabe is a disgrace to the FBI and a disgrace to our Country. MAKE AMERICA GREAT AGAIN!",41661,37493,153656,[],50359.7
1.05E+18,realdonaldtrump,2018/10/22,6:48:55,Facebook has just stated that they are setting up a system to “purge” themselves of Fake News. Does that mean CNN will finally be put out of business?,32999,39577,166939,[],50339.8
1.16E+18,realdonaldtrump,2019/7/29,2:35:09,"There is nothing racist in stating plainly what most people already know, that Elijah Cummings has done a terrible job for the people of his district, and of Baltimore itself. Dems always play the race card when they are unable to win with facts. Shame!",31669,39353,172035,[],50316
1.24E+18,realdonaldtrump,2020/3/13,20:30:48,"If you want to get money into the hands of people quickly & efficiently, let them have the full money that they earned, APPROVE A PAYROLL TAX CUT until the end of the year, December 31. Then you are doing something that is really meaningful. Only that will make a big difference!",27012,42174,169033,[],50311.3
1.20E+18,realdonaldtrump,2019/11/29,22:06:02,Just returned to the United States after spending a GREAT Thanksgiving with our Courageous American Warriors in Afghanistan! pic.twitter.com/b2vgY5BH6z,21680,38381,207721,[],50304.7
1.22E+18,realdonaldtrump,2020/1/21,3:59:40,"It was exactly three years ago today, January 20, 2017,  that I was sworn into office. So appropriate that today is also MLK jr DAY. African-American Unemployment is the LOWEST in the history of our Country, by far. Also, best Poverty, Youth, and Employment numbers, ever. Great!",25983,37921,197527,[],50300.2
1.16E+18,realdonaldtrump,2019/8/7,11:57:13,"Beto (phony name to indicate Hispanic heritage) O’Rourke, who is embarrassed by my last visit to the Great State of Texas, where I trounced him, and is now even more embarrassed by polling at 1% in the Democrat Primary, should respect the victims & law enforcement - & be quiet!",64222,29583,132832,[],50299.6
1.01E+18,realdonaldtrump,2018/6/13,21:30:49,"So funny to watch the Fake News, especially NBC and CNN. They are fighting hard to downplay the deal with North Korea. 500 days ago they would have “begged” for this deal-looked like war would break out. Our Country’s biggest enemy is the Fake News so easily promulgated by fools!",47507,35694,146210,[],50289.5
1.19E+18,realdonaldtrump,2019/11/9,23:37:20,"Just finished reading my son Donald’s just out new book, “Triggered.” It is really good! He, along with many of us, was very unfairly treated. But we all fight back, and we always win!",50598,30007,170985,[],50282.1
8.28E+17,realdonaldtrump,2017/2/4,21:12:02,"The opinion of this so-called judge, which essentially takes law-enforcement away from our country, is ridiculous and will be overturned!",64412,28155,140481,[],50264.7
1.07E+18,realdonaldtrump,2018/11/22,8:36:06,"You just can’t win with the Fake News Media. A big story today is that because I have pushed so hard and gotten Gasoline Prices so low, more people are driving and I have caused traffic jams throughout our Great Nation. Sorry everyone!",49455,33211,154913,[],50254.4
1.08E+18,realdonaldtrump,2018/12/22,10:49:05,OUR GREAT COUNTRY MUST HAVE BORDER SECURITY! pic.twitter.com/ZGcYygMf3a,54993,33212,137717,[],50196.8
1.12E+18,realdonaldtrump,2019/4/19,20:08:56,"...agreed to testify, it was not necessary for me to respond to statements made in the “Report” about me, some of which are total bullshit & only given to make the other person look good (or me to look bad). This was an Illegally Started Hoax that never should have happened, a...",57598,29500,152033,[],50182.7
9.31E+17,realdonaldtrump,2017/11/15,23:11:53,Do you think the three UCLA Basketball Players will say thank you President Trump? They were headed for 10 years in jail!,47554,35593,145440,[],50166
1.07E+18,realdonaldtrump,2018/12/8,7:00:21,Totally clears the President. Thank you!,92786,19916,102783,[],50063.7
1.24E+18,realdonaldtrump,2020/3/29,1:31:58,"I am giving consideration to a QUARANTINE of developing “hot spots”, New York, New Jersey, and Connecticut. A decision will be made, one way or another, shortly.",39024,33708,180677,[],49999.7
9.27E+17,realdonaldtrump,2017/11/6,4:06:34,"May God be w/ the people of Sutherland Springs, Texas. The FBI & law enforcement are on the scene. I am monitoring the situation from Japan.",44518,33296,166075,[],49940.5
1.22E+18,realdonaldtrump,2020/1/12,6:11:03,"The government of Iran must allow human rights groups to monitor and report facts from the ground on the ongoing protests by the Iranian people. There can not be another massacre of peaceful protesters, nor an internet shutdown. The world is watching.",16188,43555,189456,[],49935
1.21E+18,realdonaldtrump,2019/12/20,0:07:59,"Pelosi feels her phony impeachment HOAX is so pathetic she is afraid to present it to the Senate, which can set a date and put this whole SCAM into default if they refuse to show up! The Do Nothings are so bad for our Country!",35840,37637,166004,[],49934.6
1.13E+18,realdonaldtrump,2019/5/26,20:26:12,Thank you @JPN_PMO @AbeShinzo! #POTUSinJapan???? pic.twitter.com/fWToB1XotG,7888,48624,183859,"['jpn_pmo', 'abeshinzo']",49926.7
1.13E+18,realdonaldtrump,2019/5/17,19:01:01,MAKE AMERICA GREAT AGAIN!,25898,37804,194529,[],49904.7
1.01E+18,realdonaldtrump,2018/6/26,1:11:17,"Congresswoman Maxine Waters, an extraordinarily low IQ person, has become, together with Nancy Pelosi, the Face of the Democrat Party. She has just called for harm to supporters, of which there are many, of the Make America Great Again movement. Be careful what you wish for Max!",52989,35005,129849,[],49884.6
9.35E+17,realdonaldtrump,2017/11/27,5:29:46,"Since the first day I took office, all you hear is the phony Democrat excuse for losing the election, Russia, Russia,Russia.  Despite this I have the economy booming and have possibly done more than any 10 month President. MAKE AMERICA GREAT AGAIN!",64619,28173,135728,[],49862.3
1.05E+18,realdonaldtrump,2018/10/21,8:36:13,"All levels of government and Law Enforcement are watching carefully for VOTER FRAUD, including during EARLY VOTING. Cheat at your own peril. Violators will be subject to maximum penalties, both civil and criminal!",45598,38921,127800,[],49812
1.08E+18,realdonaldtrump,2018/12/30,2:30:16,"Any deaths of children or others at the Border are strictly the fault of the Democrats and their pathetic immigration policies that allow people to make the long trek thinking they can enter our country illegally. They can’t. If we had a Wall, they wouldn’t even try! The two.....",77010,25620,112791,[],49754.1
8.29E+17,realdonaldtrump,2017/2/6,20:01:53,"Any negative polls are fake news, just like the CNN, ABC, NBC polls in the election. Sorry, people want border security and extreme vetting.",57649,30348,142263,[],49729.8
1.12E+18,realdonaldtrump,2019/5/5,2:31:06,"How can it be possible that James Woods (and many others), a strong but responsible Conservative Voice, is banned from Twitter? Social Media & Fake News Media, together with their partner, the Democrat Party, have no idea the problems they are causing for themselves. VERY UNFAIR!",30930,41983,152328,[],49701.6
1.16E+18,realdonaldtrump,2019/8/10,20:07:34,"Never has the press been more inaccurate, unfair or corrupt! We are not fighting the Democrats, they are easy, we are fighting the seriously dishonest and unhinged Lamestream Media. They have gone totally CRAZY. MAKE AMERICA GREAT AGAIN!",37767,37209,160445,[],49700
1.08E+18,realdonaldtrump,2018/12/23,9:59:29,"If anybody but your favorite President, Donald J. Trump, announced that, after decimating ISIS in Syria, we were going to bring our troops back home (happy & healthy), that person would be the most popular hero in America. With me, hit hard instead by the Fake News Media. Crazy!",60838,29046,140137,[],49692.7
9.30E+17,realdonaldtrump,2017/11/12,8:18:32,"When will all the haters and fools out there realize that having a good relationship with Russia is a good thing, not a bad thing. There always playing politics - bad for our country. I want to solve North Korea, Syria, Ukraine, terrorism, and Russia can greatly help!",55310,32224,137514,[],49678.8
1.09E+18,realdonaldtrump,2019/1/26,22:23:29,"Thank you to the Republican National Committee, (the RNC), who voted UNANIMOUSLY yesterday to support me in the upcoming 2020 Election. Considering that we have done more than any Administration in the first two years, this should be easy. More great things now in the works!",32724,34479,191405,[],49645.1
1.08E+18,realdonaldtrump,2018/12/28,21:06:13,".....Honduras, Guatemala and El Salvador are doing nothing for the United States but taking our money. Word is that a new Caravan is forming in Honduras and they are doing nothing about it. We will be cutting off all aid to these 3 countries - taking advantage of U.S. for years!",45134,34437,154398,[],49642.2
8.89E+17,realdonaldtrump,2017/7/24,4:14:32,"It's very sad that Republicans, even some that were carried over the line on my back, do very little to protect their President.",68121,29227,115894,[],49561.9
1.07E+18,realdonaldtrump,2018/11/21,12:40:03,AMERICA FIRST!,36730,36604,165580,[],49539.4
1.24E+18,realdonaldtrump,2020/3/9,6:18:35,"Who knows what this means, but it sounds good to me! https://twitter.com/DanScavino/status/1236519422917062656 …",31771,39847,160281,[],49467.6
1.22E+18,realdonaldtrump,2020/1/29,10:25:15,"No matter how many witnesses you give the Democrats, no matter how much information is given, like the quickly produced Transcripts, it will NEVER be enough for them. They will always scream UNFAIR. The Impeachment Hoax is just another political CON JOB!",33592,38667,161764,[],49454.2
1.22E+18,realdonaldtrump,2020/2/1,8:13:54,"No matter what you give to the Democrats, in the end, they will NEVER be satisfied. In the House, they gave us NOTHING!",27788,36570,191513,[],49429.7
9.85E+17,realdonaldtrump,2018/4/13,20:17:37,"....untruthful slime ball who was, as time has proven, a terrible Director of the FBI. His handling of the Crooked Hillary Clinton case, and the events surrounding it, will go down as one of the worst “botch jobs” of history. It was my great honor to fire James Comey!",64664,29066,125877,[],49426.5
1.25E+18,realdonaldtrump,2020/4/6,23:34:27,"Joe Biden wanted the date for the Democrat National Convention moved to a later time period. Now he wants a “Virtual” Convention, one where he doesn’t have to show up. Gee, I wonder why? Also, what ever happened to that phone call he told the Fake News he wanted to make to me?",38559,34827,169472,[],49411.1
1.24E+18,realdonaldtrump,2020/3/26,5:41:27,"....I have been packed all day with meetings, I have no time for stupidity. We’re working around the clock to KEEP AMERICA SAFE!",29194,36280,188682,[],49394.4
1.09E+18,realdonaldtrump,2019/2/7,6:14:10, pic.twitter.com/tUDYZrc6w0,30149,37901,175638,[],49349.1
1.09E+18,realdonaldtrump,2019/1/22,10:46:23,"Looking like Nick Sandman & Covington Catholic students were treated unfairly with early judgements proving out to be false - smeared by media. Not good, but making big comeback! “New footage shows that media was wrong about teen’s encounter with Native American” @TuckerCarlson",38051,37853,151801,['tuckercarlson'],49307.2
1.16E+18,realdonaldtrump,2019/8/11,6:44:06,"Joe Biden just said, “We believe in facts, not truth.” Does anybody really believe he is mentally fit to be president? We are “playing” in a very big and complicated world. Joe doesn’t have a clue!",50979,31143,153245,[],49304
1.17E+18,realdonaldtrump,2019/8/29,6:26:36,"A sad day for the Democrats, Kirsten Gillibrand has dropped out of the Presidential Primary. I’m glad they never found out that she was the one I was really afraid of!",35525,31415,197923,[],49298.8
8.97E+17,realdonaldtrump,2017/8/15,6:29:00,Made additional remarks on Charlottesville and realize once again that the #Fake News Media will never be satisfied...truly bad people!,72220,27497,110836,[],49247.8
1.08E+18,realdonaldtrump,2018/12/30,3:25:47,"For those that naively ask why didn’t the Republicans get approval to build the Wall over the last year, it is because IN THE SENATE WE NEED 10 DEMOCRAT VOTES, and they will gives us “NONE” for Border Security! Now we have to do it the hard way, with a Shutdown. Too bad! @FoxNews",57490,30539,135863,['foxnews'],49156.7
1.13E+18,realdonaldtrump,2019/5/17,18:51:34,"All people that are illegally coming into the United States now will be removed from our Country at a later date as we build up our removal forces and as the laws are changed. Please do not make yourselves too comfortable, you will be leaving soon!",26148,41303,165249,[],49151.1
1.22E+18,realdonaldtrump,2020/1/9,20:30:27,PRESIDENTIAL HARASSMENT!,36531,30906,196403,[],49143.2
1.11E+18,realdonaldtrump,2019/4/1,3:21:24,"Everybody is asking how the phony and fraudulent investigation of the No Collusion, No Obstruction Trump Campaign began. We need to know for future generations to understand. This Hoax should never be allowed to happen to another President or Administration again!",38557,35857,160407,[],49122
1.08E+18,realdonaldtrump,2019/1/15,6:19:50,"....I am doing exactly what I pledged to do, and what I was elected to do by the citizens of our great Country. Just as I promised, I am fighting for YOU!",48226,31805,155258,[],49076.6
1.22E+18,realdonaldtrump,2020/2/4,0:52:16,MAKE AMERICA GREAT AGAIN!,18591,35896,219348,[],49049.7
1.17E+18,realdonaldtrump,2019/9/8,11:57:23, pic.twitter.com/QeUbwdsWfr,24801,42481,160945,[],49023.4
8.26E+17,realdonaldtrump,2017/1/30,5:49:32,"...Senators should focus their energies on ISIS, illegal immigration and border security instead of always looking to start World War III.",43082,35299,148998,[],49003.8
1.24E+18,realdonaldtrump,2020/3/30,1:06:20,"Because the “Ratings” of my News Conferences etc. are so high, “Bachelor finale, Monday Night Football type numbers” according to the @nytimes, the Lamestream Media is going CRAZY. “Trump is reaching too many people, we must stop him.” said one lunatic. See you at 5:00 P.M.!",51853,32255,140416,['nytimes'],48950.5
1.18E+18,realdonaldtrump,2019/10/17,6:29:35,Nervous Nancy's unhinged meltdown! pic.twitter.com/RDeUI7sfe7,66906,28765,115398,[],48870.6
1.22E+18,realdonaldtrump,2020/1/9,20:21:44,"Pelosi doesn’t want to hand over The Articles of Impeachment, which were fraudulently produced by corrupt politicians like Shifty Schiff in the first place, because after all of these years of investigations and persecution, they show no crimes and are a joke and a scam!",24201,36451,197297,[],48860.6
1.22E+18,realdonaldtrump,2020/1/25,22:37:54,"Our case against lyin’, cheatin’, liddle’ Adam “Shifty” Schiff, Cryin’ Chuck Schumer, Nervous Nancy Pelosi, their leader, dumb as a rock AOC, & the entire Radical Left, Do Nothing Democrat Party, starts today at 10:00 A.M. on @FoxNews, @OANN or Fake News @CNN or Fake News MSDNC!",65822,29168,115742,"['foxnews', 'oann', 'cnn']",48821.6
1.18E+18,realdonaldtrump,2019/10/18,2:13:15,"This is a great day for civilization. I am proud of the United States for sticking by me in following a necessary, but somewhat unconventional, path. People have been trying to make this “Deal” for many years. Millions of lives will be saved. Congratulations to ALL!",40893,34505,158418,[],48812.7
1.18E+18,realdonaldtrump,2019/10/5,6:15:42,LYIN’ SHIFTY SCHIFF! pic.twitter.com/vSZgFz9fIS,29205,44035,136147,[],48797.2
1.08E+18,realdonaldtrump,2018/12/28,20:16:40,We will be forced to close the Southern Border entirely if the Obstructionist Democrats do not give us the money to finish the Wall & also change the ridiculous immigration laws that our Country is saddled with. Hard to believe there was a Congress & President who would approve!,51382,31575,144283,[],48787.9
1.10E+18,realdonaldtrump,2019/2/27,17:08:03,Michael Cohen was one of many lawyers who represented me (unfortunately). He had other clients also. He was just disbarred by the State Supreme Court for lying & fraud. He did bad things unrelated to Trump. He is lying in order to reduce his prison time. Using Crooked’s lawyer!,64495,28644,122074,[],48742.3
1.22E+18,realdonaldtrump,2020/1/13,0:40:18,"Why should I have the stigma of Impeachment attached to my name when I did NOTHING wrong? Read the Transcripts! A totally partisan Hoax, never happened before. House Republicans voted 195-0, with three Dems voting with the Republicans. Very unfair to tens of millions of voters!",45772,31945,158382,[],48736.8
