id,date,time,tweet
1126816259851673601,2019-05-10,19:48:26,"Tariffs will make our Country MUCH STRONGER, not weaker. Just sit back and watch! In the meantime, China should not renegotiate deals with the U.S. at the last minute. This is not the Obama Administration, or the Administration of Sleepy Joe, who let China get away with “murder!”"
1126815129218293760,2019-05-10,19:43:56,"....agricultural products from our Great Farmers, in larger amounts than China ever did, and ship it to poor & starving countries in the form of humanitarian assistance. In the meantime we will continue to negotiate with China in the hopes that they do not again try to redo deal!"
1126815128106799104,2019-05-10,19:43:56,"....The process has begun to place additional Tariffs at 25% on the remaining 325 Billion Dollars. The U.S. only sells China approximately 100 Billion Dollars of goods & products, a very big imbalance. With the over 100 Billion Dollars in Tariffs that we take in, we will buy....."
1126815126584266753,2019-05-10,19:43:56,Talks with China continue in a very congenial manner - there is absolutely no need to rush - as Tariffs are NOW being paid to the United States by China of 25% on 250 Billion Dollars worth of goods & products. These massive payments go directly to the Treasury of the U.S....
1126810275255136256,2019-05-10,19:24:39,"We have lost 500 Billion Dollars a year, for many years, on Crazy Trade with China. NO MORE!"
1126229955677786113,2019-05-09,04:58:40,"“The reality is, with the Tariffs, the economy has grown more rapidly in the United States and much more slowly in China.” Peter Morici, Former Chief Economist, USITC"
1126106541004873730,2019-05-08,20:48:16,"....Guess what, that’s not going to happen! China has just informed us that they (Vice-Premier) are now coming to the U.S. to make a deal. We’ll see, but I am very happy with over $100 Billion a year in Tariffs filling U.S. coffers...great for U.S., not good for China!"
1126106540015071232,2019-05-08,20:48:15,"The reason for the China pullback & attempted renegotiation of the Trade Deal is the sincere HOPE that they will be able to “negotiate” with Joe Biden or one of the very weak Democrats, and thereby continue to ripoff the United States (($500 Billion a year)) for years to come...."
1125356705787850753,2019-05-06,19:08:41,"The United States has been losing, for many years, 600 to 800 Billion Dollars a year on Trade. With China we lose 500 Billion Dollars. Sorry, we’re not going to be doing that anymore!"
1125069836088950784,2019-05-06,00:08:46,"....of additional goods sent to us by China remain untaxed, but will be shortly, at a rate of 25%. The Tariffs paid to the USA have had little impact on product cost, mostly borne by China. The Trade Deal with China continues, but too slowly, as they attempt to renegotiate. No!"
1125069835044573186,2019-05-06,00:08:46,"For 10 months, China has been paying Tariffs to the USA of 25% on 50 Billion Dollars of High Tech, and 10% on 200 Billion Dollars of other goods. These payments are partially responsible for our great economic results. The 10% will go up to 25% on Friday. 325 Billions Dollars...."
1124359594418032640,2019-05-04,01:06:31,"Had a long and very good conversation with President Putin of Russia. As I have always said, long before the Witch Hunt started, getting along with Russia, China, and everyone is a good thing, not a bad thing...."
1123285120864092162,2019-05-01,01:56:57,"China is adding great stimulus to its economy while at the same time keeping interest rates low. Our Federal Reserve has incessantly lifted interest rates, even though inflation is very low, and instituted a very big dose of quantitative tightening. We have the potential to go..."
1113773525188395014,2019-04-04,20:01:15,"Despite the unnecessary and destructive actions taken by the Fed, the Economy is looking very strong, the China and USMCA deals are moving along nicely, there is little or no Inflation, and USA optimism is very high!"
1107608921370513408,2019-03-18,19:45:19,"....are all coming back to the U.S. So is everyone else. We now have the best Economy in the World, the envy of all. Get that big, beautiful plant in Ohio open now. Close a plant in China or Mexico, where you invested so heavily pre-Trump, but not in the U.S.A. Bring jobs home!"
1107025689486737410,2019-03-17,05:07:46,"Google is helping China and their military, but not the U.S. Terrible! The good news is that they helped Crooked Hillary Clinton, and not Trump....and how did that turn out?"
1101620175638614016,2019-03-02,07:08:11,"I have asked China to immediately remove all Tariffs on our agricultural products (including beef, pork, etc.) based on the fact that we are moving along nicely with Trade discussions...."
1100693519491100672,2019-02-27,17:45:59,"All false reporting (guessing) on my intentions with respect to North Korea. Kim Jong Un and I will try very hard to work something out on Denuclearization & then making North Korea an Economic Powerhouse. I believe that China, Russia, Japan & South Korea will be very helpful!"
1100184874466664448,2019-02-26,08:04:49,"If a deal is made with China, our great American Farmers will be treated better than they have ever been treated before!"
1100126391729774592,2019-02-26,04:12:25,China Trade Deal (and more) in advanced stages. Relationship between our two Countries is very strong. I have therefore agreed to delay U.S. tariff hikes. Let’s see what happens?
1099803719435239426,2019-02-25,06:50:14,"....productive talks, I will be delaying the U.S. increase in tariffs now scheduled for March 1. Assuming both sides make additional progress, we will be planning a Summit for President Xi and myself, at Mar-a-Lago, to conclude an agreement. A very good weekend for U.S. & China!"
1099800961089003522,2019-02-25,06:39:17,"I am pleased to report that the U.S. has made substantial progress in our trade talks with China on important structural issues including intellectual property protection, technology transfer, agriculture, services, currency, and many other issues. As a result of these very......"
1099656646840778752,2019-02-24,21:05:49,President Xi of China has been very helpful in his support of my meeting with Kim Jong Un. The last thing China wants are large scale nuclear weapons right next door. Sanctions placed on the border by China and Russia have been very helpful. Great relationship with Chairman Kim!
1099654763531055104,2019-02-24,20:58:20,"Very productive talks yesterday with China on Trade. Will continue today! I will be leaving for Hanoi, Vietnam, early tomorrow for a Summit with Kim Jong Un of North Korea, where we both expect a continuation of the progress made at first Summit in Singapore. Denuclearization?"
1097103477329649664,2019-02-17,20:00:26,"Important meetings and calls on China Trade Deal, and more, today with my staff. Big progress being made on soooo many different fronts! Our Country has such fantastic potential for future growth and greatness on an even higher level!"
1096926633708134406,2019-02-17,08:17:44,"Trade negotiators have just returned from China where the meetings on Trade were very productive. Now at meetings with me at Mar-a-Lago giving the details. In the meantime, Billions of Dollars are being paid to the United States by China in the form of Trade Tariffs!"
1090987128480301056,2019-01-31,22:56:15,"Looking for China to open their Markets not only to Financial Services, which they are now doing, but also to our Manufacturing, Farmers and other U.S. businesses and industries. Without this a deal would be unacceptable!"
1090957015038545920,2019-01-31,20:56:36,"....China’s representatives and I are trying to do a complete deal, leaving NOTHING unresolved on the table. All of the many problems are being discussed and will be hopefully resolved. Tariffs on China increase to 25% on March 1st, so all working hard to complete by that date!"
1090953323895840768,2019-01-31,20:41:56,China’s top trade negotiators are in the U.S. meeting with our representatives. Meetings are going well with good intent and spirit on both sides. China does not want an increase in Tariffs and feels they will do much better if they make a deal. They are correct. I will be......
1087469381586771973,2019-01-22,05:57:59,"China posts slowest economic numbers since 1990 due to U.S. trade tensions and new policies. Makes so much sense for China to finally do a Real Deal, and stop playing around!"
1084938160516169729,2019-01-15,06:19:49,"For decades, politicians promised to secure the border, fix our trade deals, bring back our factories, get tough on China, move the Embassy to Jerusalem, make NATO pay their fair share, and so much else - only to do NOTHING (or worse)...."
1082627015235256321,2019-01-08,21:16:09,Talks with China are going very well!
1080997060168552448,2019-01-04,09:19:17,"Michael Pillsbury interviewed by @cvpayne: “They have the motive of making the President look bad – instead of President Trump being portrayed as a HERO. The first President to take China on, it’s 20 years overdue...."
1080839254656405504,2019-01-03,22:52:13,The United States Treasury has taken in MANY billions of dollars from the Tariffs we are charging China and other countries that have not treated us fairly. In the meantime we are doing well in various Trade Negotiations currently going on. At some point this had to be done!
1079045134061371392,2018-12-30,00:03:02,"Just had a long and very good call with President Xi of China. Deal is moving along very well. If made, it will be very comprehensive, covering all subjects, areas and points of dispute. Big progress being made!"
1076125633275666433,2018-12-21,22:41:59,"There has never been a president who has been tougher (but fair) on China or Russia - Never, just look at the facts. The Fake News tries so hard to paint the opposite picture."
1074657278974939138,2018-12-17,21:27:16,"It is incredible that with a very strong dollar and virtually no inflation, the outside world blowing up around us, Paris is burning and China way down, the Fed is even considering yet another interest rate hike. Take the Victory!"
1073617541476569088,2018-12-15,00:35:43,"China just announced that their economy is growing much slower than anticipated because of our Trade War with them. They have just suspended U.S. Tariff Hikes. U.S. is doing very well. China wants to make a big and very comprehensive deal. It could happen, and rather soon!"
1072480983683870720,2018-12-11,21:19:26,Very productive conversations going on with China! Watch for some important announcements!
1071030014123098112,2018-12-07,21:13:48,China talks are going very well!
1070844413910368256,2018-12-07,08:56:18,Statement from China: “The teams of both sides are now having smooth communications and good cooperation with each other. We are full of confidence that an agreement can be reached within the next 90 days.” I agree!
1070314629732163586,2018-12-05,21:51:07,".....considered to be the worst and most dangerous, addictive and deadly substance of them all. Last year over 77,000 people died from Fentanyl. If China cracks down on this “horror drug,” using the Death Penalty for distributors and pushers, the results will be incredible!"
1070312880095068160,2018-12-05,21:44:10,One of the very exciting things to come out of my meeting with President Xi of China is his promise to me to criminalize the sale of deadly Fentanyl coming into the United States. It will now be considered a “controlled substance.” This could be a game changer on what is.......
1070306739092889601,2018-12-05,21:19:46,"Very strong signals being sent by China once they returned home from their long trip, including stops, from Argentina. Not to sound naive or anything, but I believe President Xi meant every word of what he said at our long and hopefully historic meeting. ALL subjects discussed!"
1070299196538961920,2018-12-05,20:49:48,.....China had agreed to start “immediately” buying U.S. products.” @business
1070298360572198913,2018-12-05,20:46:28,"“China officially echoed President Donald Trump’s optimism over bilateral trade talks. Chinese officials have begun preparing to restart imports of U.S. Soybeans & Liquified Natural Gas, the first sign confirming the claims of President Donald Trump and the White House that......"
1070110927788347393,2018-12-05,08:21:41,.....China does not want Tariffs!
1070110615627333632,2018-12-05,08:20:27,"We are either going to have a REAL DEAL with China, or no deal at all - at which point we will be charging major Tariffs against Chinese product being shipped into the United States. Ultimately, I believe, we will be making a deal - either now or into the future...."
1069972093301862406,2018-12-04,23:10:00,".....But if a fair deal is able to be made with China, one that does all of the many things we know must be finally done, I will happily sign. Let the negotiations begin. MAKE AMERICA GREAT AGAIN!"
1069968462724980736,2018-12-04,22:55:35,"......on seeing whether or not a REAL deal with China is actually possible. If it is, we will get it done. China is supposed to start buying Agricultural product and more immediately. President Xi and I want this deal to happen, and it probably will. But if not remember,......"
1069962093301022720,2018-12-04,22:30:16,"The negotiations with China have already started. Unless extended, they will end 90 days from the date of our wonderful and very warm dinner with President Xi in Argentina. Bob Lighthizer will be working closely with Steve Mnuchin, Larry Kudlow, Wilbur Ross and Peter Navarro....."
1069581524180324352,2018-12-03,21:18:01,"President Xi and I have a very strong and personal relationship. He and I are the only two people that can bring about massive and very positive change, on trade and far beyond, between our two great Nations. A solution for North Korea is a great thing for China and ALL!"
1069577273819443200,2018-12-03,21:01:08,"Farmers will be a a very BIG and FAST beneficiary of our deal with China. They intend to start purchasing agricultural product immediately. We make the finest and cleanest product in the World, and that is what China wants. Farmers, I LOVE YOU!"
1069575605199482881,2018-12-03,20:54:30,"My meeting in Argentina with President Xi of China was an extraordinary one. Relations with China have taken a BIG leap forward! Very good things will happen. We are dealing from great strength, but China likewise has much to gain if and when a deal is completed. Level the field!"
1069441198157455360,2018-12-03,12:00:25,China has agreed to reduce and remove tariffs on cars coming into China from the U.S. Currently the tariff is 40%.
1068120444279103488,2018-11-29,20:32:13,"Billions of Dollars are pouring into the coffers of the U.S.A. because of the Tariffs being charged to China, and there is a long way to go. If companies don’t want to pay Tariffs, build in the U.S.A. Otherwise, lets just make our Country richer than ever before!"
1067494682249318402,2018-11-28,03:05:39,....for electric cars. General Motors made a big China bet years ago when they built plants there (and in Mexico) - don’t think that bet is going to pay off. I am here to protect America’s Workers!
1067494680416407552,2018-11-28,03:05:39,"Very disappointed with General Motors and their CEO, Mary Barra, for closing plants in Ohio, Michigan and Maryland. Nothing being closed in Mexico & China. The U.S. saved General Motors, and this is the THANKS we get! We are now looking at cutting all @GM subsidies, including...."
1062311785787744256,2018-11-13,19:50:41,"Emmanuel Macron suggests building its own army to protect Europe against the U.S., China and Russia. But it was Germany in World Wars One & Two - How did that work out for France? They were starting to learn German in Paris before the U.S. came along. Pay for NATO or not!"
1061003186125856769,2018-11-10,05:10:46,"President Macron of France has just suggested that Europe build its own military in order to protect itself from the U.S., China and Russia. Very insulting, but perhaps Europe should first pay its fair share of NATO, which the U.S. subsidizes greatly!"
1057997981922873344,2018-11-01,22:09:10,"Just had a long and very good conversation with President Xi Jinping of China. We talked about many subjects, with a heavy emphasis on Trade. Those discussions are moving along nicely with meetings being scheduled at the G-20 in Argentina. Also had good discussion on North Korea!"
1055458320390217728,2018-10-25,21:57:27,"The New York Times has a new Fake Story that now the Russians and Chinese (glad they finally added China) are listening to all of my calls on cellphones. Except that I rarely use a cellphone, & when I do it’s government authorized. I like Hard Lines. Just more made up Fake News!"
1045001780092956672,2018-09-27,01:26:54,"China is actually placing propaganda ads in the Des Moines Register and other papers, made to look like news. That’s because we are beating them on Trade, opening markets, and the farmers will make a fortune when this is over!  pic.twitter.com/ppdvTX7oz1"
1042034269374361600,2018-09-18,20:55:04,".....China has been taking advantage of the United States on Trade for many years. They also know that I am the one that knows how to stop it. There will be great and fast economic retaliation against China if our farmers, ranchers and/or industrial workers are targeted!"
1042033116695670786,2018-09-18,20:50:29,"China has openly stated that they are actively trying to impact and change our election by attacking our farmers, ranchers and industrial workers because of their loyalty to me. What China does not understand is that these people are great patriots and fully understand that....."
1040242677877551104,2018-09-13,22:15:55,"The Wall Street Journal has it wrong, we are under no pressure to make a deal with China, they are under pressure to make a deal with us. Our markets are surging, theirs are collapsing. We will soon be taking in Billions in Tariffs & making products at home. If we meet, we meet?"
1038789398140084224,2018-09-09,22:01:06,"If the U.S. sells a car into China, there is a tax of 25%. If China sells a car into the U.S., there is a tax of 2%. Does anybody think that is FAIR? The days of the U.S. being ripped-off by other nations is OVER!"
1038453273286664193,2018-09-08,23:45:28,"Apple prices may increase because of the massive Tariffs we may be imposing on China - but there is an easy solution where there would be ZERO tax, and indeed a tax incentive. Make your products in the United States instead of China. Start building new plants now. Exciting! #MAGA"
1034914379391807488,2018-08-30,05:23:10,"...differences, they will be resolved in time by President Trump and China’s great President Xi Jinping. Their relationship and bond remain very strong."
1034914377768620037,2018-08-30,05:23:10,"...of money on joint U.S.-South Korea war games. Besides, the President can instantly start the joint exercises again with South Korea, and Japan, if he so chooses. If he does, they will be far bigger than ever before. As for the U.S.–China trade disputes, and other..."
1034914371099676674,2018-08-30,05:23:08,"STATEMENT FROM THE WHITE HOUSE  President Donald J. Trump feels strongly that North Korea is under tremendous pressure from China because of our major trade disputes with the Chinese Government. At the same time, we also know that China is providing North Korea with..."
1034654816046329856,2018-08-29,12:11:45,"Hillary Clinton’s Emails, many of which are Classified Information, got hacked by China. Next move better be by the FBI & DOJ or, after all of their other missteps (Comey, McCabe, Strzok, Page, Ohr, FISA, Dirty Dossier etc.), their credibility will be forever gone!"
1034610829860261895,2018-08-29,09:16:58,"Report just out: “China hacked Hillary Clinton’s private Email Server.” Are they sure it wasn’t Russia (just kidding!)? What are the odds that the FBI and DOJ are right on top of this? Actually, a very big story. Much classified information!"
1033045280143355904,2018-08-25,01:36:02,"...Secretary Pompeo looks forward to going to North Korea in the near future, most likely after our Trading relationship with China is resolved. In the meantime I would like to send my warmest regards and respect to Chairman Kim. I look forward to seeing him soon!"
1033045274866999297,2018-08-25,01:36:01,"...Additionally, because of our much tougher Trading stance with China, I do not believe they are helping with the process of denuclearization as they once were (despite the UN Sanctions which are in place)..."
1031590431379865600,2018-08-21,01:14:59,"It is outrageous that Poisonous Synthetic Heroin Fentanyl comes pouring into the U.S. Postal System from China. We can, and must, END THIS NOW! The Senate should pass the STOP ACT – and firmly STOP this poison from killing our children and destroying our country. No more delay!"
1030782921500766209,2018-08-18,19:46:14,"All of the fools that are so focused on looking only at Russia should start also looking in another direction, China. But in the end, if we are smart, tough and well prepared, we will get along with everyone!"
1027214330503352320,2018-08-08,23:25:55,"As long as I campaign and/or support Senate and House candidates (within reason), they will win! I LOVE the people, & they certainly seem to like the job I’m doing. If I find the time, in between China, Iran, the Economy and much more, which I must, we will have a giant Red Wave!"
1025834673736482817,2018-08-05,04:03:39,"....China, which is for the first time doing poorly against us, is spending a fortune on ads and P.R. trying to convince and scare our politicians to fight me on Tariffs- because they are really hurting their economy. Likewise other countries. We are Winning, but must be strong!"
1025830647649247232,2018-08-05,03:47:40,"Tariffs are working far better than anyone ever anticipated. China market has dropped 27% in last 4months, and they are talking to us. Our market is stronger than ever, and will go up dramatically when these horrible Trade Deals are successfully renegotiated. America First......."
1022079127799701504,2018-07-25,19:20:28,"China is targeting our farmers, who they know I love & respect, as a way of getting me to continue allowing them to take advantage of the U.S. They are being vicious in what will be their failed attempt. We were being nice - until now! China made $517 Billion on us last year."
1020287981020729344,2018-07-20,20:43:05,"China, the European Union and others have been manipulating their currencies and interest rates lower, while the U.S. is raising rates while the dollars gets stronger and stronger with each passing day - taking away our big competitive edge. As usual, not a level playing field..."
1016327387154395138,2018-07-09,22:25:06,"I have confidence that Kim Jong Un will honor the contract we signed &, even more importantly, our handshake. We agreed to the denuclearization of North Korea. China, on the other hand, may be exerting negative pressure on a deal because of our posture on Chinese Trade-Hope Not!"
1003634405036961793,2018-06-04,21:47:43,"Farmers have not been doing well for 15 years. Mexico, Canada, China and others have treated them unfairly. By the time I finish trade talks, that will change. Big trade barriers against U.S. farmers, and other businesses, will finally be broken. Massive trade deficits no longer!"
1003617811254710273,2018-06-04,20:41:47,China already charges a tax of 16% on soybeans. Canada has all sorts of trade barriers on our Agricultural products. Not acceptable!
1002951786301415424,2018-06-03,00:35:14,Very surprised that China would be doing this?  https://twitter.com/nytimes/status/1002760314734170113 …
999257533327073281,2018-05-23,19:55:35,"Our Trade Deal with China is moving along nicely, but in the end we will probably have to use a different structure in that this will be too hard to get done and to verify results after completion."
998553122179084290,2018-05-21,21:16:31,"Under our potential deal with China, they will purchase from our Great American Farmers practically as much as our Farmers can produce."
998528928259170305,2018-05-21,19:40:22,"China must continue to be strong & tight on the Border of North Korea until a deal is made. The word is that recently the Border has become much more porous and more has been filtering in. I want this to happen, and North Korea to be VERY successful, but only after signing!"
998526637657546753,2018-05-21,19:31:16,"On China, Barriers and Tariffs to come down for first time."
998525737593376768,2018-05-21,19:27:42,China has agreed to buy massive amounts of ADDITIONAL Farm/Agricultural Products - would be one of the best things to happen to our farmers in many years!
998524172858019840,2018-05-21,19:21:29,"I ask Senator Chuck Schumer, why didn’t President Obama & the Democrats do something about Trade with China, including Theft of Intellectual Property etc.? They did NOTHING! With that being said, Chuck & I have long agreed on this issue! Fair Trade, plus, with China will happen!"
997227223638790144,2018-05-18,05:27:52,"Talking trade with the Vice Premier of the People’s Republic of China, Liu He.  pic.twitter.com/9T7Iq6F3Xe"
996739376028835840,2018-05-16,21:09:20,"...haven’t even started yet! The U.S. has very little to give, because it has given so much over the years. China has much to give!"
996739374619426816,2018-05-16,21:09:20,"...We have not seen China’s demands yet, which should be few in that previous U.S. Administrations have done so poorly in negotiating. China has seen our demands. There has been no folding as the media would love people to believe, the meetings..."
996739372723638272,2018-05-16,21:09:19,The Washington Post and CNN have typically written false stories about our trade negotiations with China. Nothing has happened with ZTE except as it pertains to the larger trade deal. Our country has been losing hundreds of billions of dollars a year with China...
996368474556583937,2018-05-15,20:35:30,"Trade negotiations are continuing with China. They have been making hundreds of billions of dollars a year from the U.S., for many years. Stay tuned!"
996119678551552000,2018-05-15,04:06:53,"ZTE, the large Chinese phone company, buys a big percentage of individual parts from U.S. companies. This is also reflective of the larger trade deal we are negotiating with China and my personal relationship with President Xi."
995746011321597953,2018-05-14,03:22:03,"China and the United States are working well together on trade, but past negotiations have been so one sided in favor of China, for so many years, that it is hard for them to make a deal that benefits both countries. But be cool, it will all work out!"
995680316458262533,2018-05-13,23:01:00,"President Xi of China, and I, are working together to give massive Chinese phone company, ZTE, a way to get back into business, fast. Too many jobs in China lost. Commerce Department has been instructed to get it done!"
993813485745295360,2018-05-08,19:22:53,"I will be speaking to my friend, President Xi of China, this morning at 8:30. The primary topics will be Trade, where good things will happen, and North Korea, where relationships and trust are building."
992562394051293186,2018-05-05,08:31:30,"Our high level delegation is on the way back from China where they had long meetings with Chinese leaders and business representatives. We will be meeting tomorrow to determine the results, but it is hard for China in that they have become very spoiled with U.S. trade wins!"
991886413686861824,2018-05-03,11:45:24,Our great financial team is in China trying to negotiate a level playing field on trade! I look forward to being with President Xi in the not too distant future. We will always have a good (great) relationship!
991809653980966913,2018-05-03,06:40:23,"“This isn’t some game. You are screwing with the work of the president of the United States.”  John Dowd, March 2018.  With North Korea, China, the Middle East and so much more, there is not much time to be thinking about this, especially since there was no Russian “Collusion.”"
991644756995444736,2018-05-02,19:45:08,"There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup & trap). What there is is Negotiations going on with North Korea over Nuclear War, Negotiations going on with China over Trade Deficits, Negotiations on NAFTA, and much more. Witch Hunt!"
991271009570484224,2018-05-01,19:00:00,"Delegation heading to China to begin talks on the Massive Trade Deficit that has been created with our Country. Very much like North Korea, this should have been fixed years ago, not now. Same with other countries and NAFTA...but it will all get done. Great Potential for USA!"
989834048796266498,2018-04-27,19:50:02,"Please do not forget the great help that my good friend, President Xi of China, has given to the United States, particularly at the Border of North Korea. Without him it would have been a much longer, tougher, process!"
985858100149309441,2018-04-16,20:31:02,Russia and China are playing the Currency Devaluation game as the U.S. keeps raising interest rates. Not acceptable!
984017894240604161,2018-04-11,18:38:42,"So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and fair trade with China, the coming North Korea meeting and, of course, the vicious gas attack in Syria. Feels great to have Bolton & Larry K on board. I (we) are"
983774270886236161,2018-04-11,02:30:38,"Very thankful for President Xi of China’s kind words on tariffs and automobile barriers...also, his enlightenment on intellectual property and technology transfers. We will make great progress together!"
983284198046826496,2018-04-09,18:03:16,"When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%. Does that sound like free or fair trade.  No, it sounds like STUPID TRADE -  going on for years!"
982954355509907457,2018-04-08,20:12:35,"President Xi and I will always be friends, no matter what happens with our dispute on trade. China will take down its Trade Barriers because it is the right thing to do. Taxes will become Reciprocal & a deal will be made on Intellectual Property. Great future for both countries!"
982680387116781568,2018-04-08,02:03:56,"The United States hasn’t had a Trade Surplus with China in 40 years. They must end unfair trade, take down barriers and charge only Reciprocal Tariffs. The U.S. is losing $500 Billion a year, and has been losing Billions of Dollars for decades. Cannot continue!"
982264844136017921,2018-04-06,22:32:43,"China, which is a great economic power, is considered a Developing Nation within the World Trade Organization. They therefore get tremendous perks and advantages, especially over the U.S. Does anybody think this is fair. We were badly represented. The WTO is unfair to U.S."
981881669593559040,2018-04-05,21:10:07,"The Fake News Washington Post, Amazon’s “chief lobbyist,” has another (of many) phony headlines, “Trump Defiant As China Adds Trade Penalties.” WRONG! Should read, “Trump Defiant as U.S. Adds Trade Penalties, Will End Barriers And Massive  I.P. Theft.” Typically bad reporting!"
981492087328792577,2018-04-04,19:22:03,"We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who represented the U.S. Now we have a Trade Deficit of $500 Billion a year, with Intellectual Property Theft of another $300 Billion. We cannot let this continue!"
978938860582440960,2018-03-28,18:16:26,"Received message last night from XI JINPING of China that his meeting with KIM JONG UN went very well and that KIM looks forward to his meeting with me. In the meantime, and unfortunately, maximum sanctions and pressure must be maintained at all cost!"
972506194978983937,2018-03-11,00:15:19,Chinese President XI JINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI told me he appreciates that the U.S. is working to solve the problem diplomatically rather than going with the ominous alternative. China continues to be helpful!
971402791930552322,2018-03-07,23:10:48,"China has been asked to develop a plan for the year of a One Billion Dollar reduction in their massive Trade Deficit with the United States. Our relationship with China has been a very good one, and we look forward to seeing what ideas they come back with. We must act soon!"
965202556204003328,2018-02-18,20:33:16,"I never said Russia did not meddle in the election, I said “it may be Russia, or China or another country or group, or it may be a 400 pound genius sitting in bed and playing with his computer.” The Russian “hoax” was that the Trump campaign colluded with Russia - it never did!"
961671974153080834,2018-02-09,02:44:00,"I will be meeting with Henry Kissinger at 1:45pm. Will be discussing North Korea, China and the Middle East."
946416486054285314,2017-12-29,00:24:08,Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a friendly solution to the North Korea problem if this continues to happen!
936209447747190784,2017-11-30,20:25:00,"The Chinese Envoy, who just returned from North Korea, seems to have had no impact on Little Rocket Man. Hard to believe his people, and the military, put up with living in such horrible conditions. Russia and China condemned the launch."
935881037254725632,2017-11-29,22:40:01,Just spoke to President XI JINPING of China concerning the provocative actions of North Korea. Additional major sanctions will be imposed on North Korea today. This situation will be handled!
933282274937733126,2017-11-22,18:33:28,"...LaVar, you could have spent the next 5 to 10 years during Thanksgiving with your son in China, but no NBA contract to support you. But remember LaVar, shoplifting is NOT a little thing. It’s a really big deal, especially in China. Ungrateful fool!"
933280234220134401,2017-11-22,18:25:22,"It wasn’t the White House, it wasn’t the State Department, it wasn’t father LaVar’s so-called people on the ground in China that got his son out of a long term prison sentence - IT WAS ME. Too bad! LaVar is just a poor man’s version of Don King, but without the hair. Just think.."
932392209445457920,2017-11-20,07:36:40,"Shoplifting is a very big deal in China, as it should be (5-10 years in jail), but not to father LaVar. Should have gotten his son out during my next trip to China instead. China told them why they were released. Very ungrateful!"
932303108146892801,2017-11-20,01:42:36,"Now that the three basketball players are out of China and saved from years in jail, LaVar Ball, the father of LiAngelo, is unaccepting of what I did for his son and that shoplifting is no big deal. I should have left them in jail!"
931140567089721344,2017-11-16,20:43:05,"China is sending an Envoy and Delegation to North Korea - A big move, we'll see what happens!"
931122234437046272,2017-11-16,19:30:14,"To the three UCLA basketball players I say:  You're welcome, go out and give a big Thank You to President Xi Jinping of China who made....."
930836707095863296,2017-11-16,00:35:39,"The failing @nytimes hates the fact that I have developed a great relationship with World leaders like Xi Jinping, President of China....."
929503025512693760,2017-11-12,08:16:05,"Met with President Putin of Russia who was at #APEC meetings. Good discussions on Syria. Hope for his help to solve, along with China the dangerous North Korea crisis. Progress being made."
929492038231429120,2017-11-12,07:32:25,President Xi of China has stated that he is upping the sanctions against #NoKo. Said he wants them to denuclearize. Progress is being made.
928793643367960576,2017-11-10,09:17:15,"I am leaving China for #APEC2017 in Vietnam. @FLOTUS Melania is staying behind to see the zoo, and of course, the Great WALL of China before going to Alaska to greet our AMAZING troops."
928769154345324544,2017-11-10,07:39:56,"I don’t blame China, I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on trade leading up to a point where the U.S. is losing $100's of billions. How can you blame China for taking advantage of people that had no clue? I would've done same!"
928622838487007260,2017-11-09,21:58:32,In the coming months and years ahead I look forward to building an even STRONGER relationship between the United States and China. 🇺🇸🇨🇳  pic.twitter.com/mK3SB7t3EV
928286153672970240,2017-11-08,23:40:40,Looking forward to a full day of meetings with President Xi and our delegations tomorrow. THANK YOU for the beautiful welcome China! @FLOTUS Melania and I will never forget it! pic.twitter.com/sQoUWIGAiQ
928124338343202816,2017-11-08,12:57:40,Leaving South Korea now heading to China. Looking very much forward to meeting and being with President Xi!
928064591665467393,2017-11-08,09:00:15,"Getting ready to make a major speech to the National Assembly here in South Korea, then will be headed to China where I very much look forward to meeting with President Xi who is just off his great political victory."
926460439000698880,2017-11-03,22:45:56,"Just took off for ceremony @ Pearl Harbor. Will then be heading to Japan, SKorea, China, Vietnam & the Philippines. Will never let you down!"
923272793457913857,2017-10-26,03:39:22,Melania and I look forward to being with President Xi & Madame Peng Liyuan in China in two weeks for what will hopefully be a historic trip!  pic.twitter.com/uFMonzza7N
923268967728386049,2017-10-26,03:24:10,"Spoke to President Xi of China to congratulate him on his extraordinary elevation. Also discussed NoKo & trade, two very important subjects!"
908154067658174469,2017-09-14,10:22:57,China has a business tax rate of 15%. We should do everything possible to match them in order to win with our economy. Jobs and wages!
904307898213433344,2017-09-03,19:39:38,"..North Korea is a rogue nation which has become a great threat and embarrassment to China, which is trying to help but with little success."
893965986566733824,2017-08-06,06:44:34,The United Nations Security Council just voted 15-0 to sanction North Korea. China and Russia voted with us. Very big financial impact!
891442016294494209,2017-07-30,07:35:13,"...they do NOTHING for us with North Korea, just talk. We will no longer allow this to continue. China could easily solve this problem!"
891440474132795392,2017-07-30,07:29:05,"I am very disappointed in China. Our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade, yet..."
